id,rodata,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_placar,visitante_placar,mandante_estado,visitante_estado
1,1,2003-03-29,16:00,Guarani,Vasco,ausente,ausente,ausente,ausente,Guarani, Brinco de Ouro,4,2,SP,RJ
2,1,2003-03-29,16:00,Athletico-PR,Gremio,ausente,ausente,ausente,ausente,Athletico-PR, Arena da Baixada,2,0,PR,RS
3,1,2003-03-30,16:00,Flamengo,Coritiba,ausente,ausente,ausente,ausente,ausente, Maracanã,1,1,RJ,PR
4,1,2003-03-30,16:00,Goias,Paysandu,ausente,ausente,ausente,ausente,ausente, Serra Dourada,2,2,GO,PA
5,1,2003-03-30,16:00,Internacional,Ponte Preta,ausente,ausente,ausente,ausente,ausente, Beira Rio,1,1,RS,SP
6,1,2003-03-30,16:00,Criciuma,Fluminense,ausente,ausente,ausente,ausente,Criciuma, Heriberto Hulse,2,0,SC,RJ
7,1,2003-03-30,16:00,Juventude,Sao Paulo,ausente,ausente,ausente,ausente,ausente, Alfredo Jaconi,2,2,RS,SP
8,1,2003-03-30,16:00,Fortaleza,Bahia,ausente,ausente,ausente,ausente,ausente, Castelão,0,0,CE,BA
9,1,2003-03-30,16:00,Cruzeiro,Sao Caetano,ausente,ausente,ausente,ausente,ausente, Mineirão,2,2,MG,SP
10,1,2003-03-30,16:00,Vitoria,Figueirense,ausente,ausente,ausente,ausente,ausente, Barradão,1,1,BA,SC
11,1,2003-03-30,18:00,Santos,Parana,ausente,ausente,ausente,ausente,ausente, Vila Belmiro,2,2,SP,PR
12,1,2003-03-30,18:00,Corinthians,Atletico-MG,ausente,ausente,ausente,ausente,Atletico-MG, Pacaembu,0,3,SP,MG
13,2,2003-04-05,16:00,Fluminense,Fortaleza,ausente,ausente,ausente,ausente,ausente, Maracanã,1,1,RJ,CE
14,2,2003-04-05,16:00,Atletico-MG,Santos,ausente,ausente,ausente,ausente,ausente, Mineirão,0,0,MG,SP
15,2,2003-04-05,16:00,Coritiba,Internacional,ausente,ausente,ausente,ausente,Internacional, Couto Pereira,0,1,PR,RS
16,2,2003-04-05,18:00,Gremio,Guarani,ausente,ausente,ausente,ausente,Gremio, Olímpico,3,1,RS,SP
17,2,2003-04-06,16:00,Bahia,Flamengo,ausente,ausente,ausente,ausente,Flamengo, Fonte Nova,1,2,BA,RJ
18,2,2003-04-06,16:00,Figueirense,Corinthians,ausente,ausente,ausente,ausente,ausente, Orlando Scarpelli,3,3,SC,SP
19,2,2003-04-06,16:00,Paysandu,Vitoria,ausente,ausente,ausente,ausente,Vitoria, Mangueirão,1,2,PA,BA
20,2,2003-04-06,16:00,Ponte Preta,Juventude,ausente,ausente,ausente,ausente,Ponte Preta, Moisés Lucarelli,1,0,SP,RS
21,2,2003-04-06,16:00,Parana,Athletico-PR,ausente,ausente,ausente,ausente,Parana, Pinheirão,3,0,PR,PR
22,2,2003-04-06,16:00,Sao Caetano,Criciuma,ausente,ausente,ausente,ausente,Sao Caetano, Anacleto Campanella,3,2,SP,SC
23,2,2003-04-06,18:00,Sao Paulo,Cruzeiro,ausente,ausente,ausente,ausente,Cruzeiro, Morumbi,2,4,SP,MG
24,2,2003-04-06,18:00,Vasco,Goias,ausente,ausente,ausente,ausente,Vasco, São Januário,6,4,RJ,GO
25,4,2003-04-09,21:40,Paysandu,Santos,ausente,ausente,ausente,ausente,Paysandu, Mangueirão,2,1,PA,SP
37,3,2003-04-12,16:00,Internacional,Bahia,ausente,ausente,ausente,ausente,Internacional, Beira Rio,2,0,RS,BA
38,3,2003-04-12,16:00,Santos,Figueirense,ausente,ausente,ausente,ausente,Santos, Vila Belmiro,2,0,SP,SC
39,3,2003-04-12,16:00,Athletico-PR,Atletico-MG,ausente,ausente,ausente,ausente,Atletico-MG, Arena da Baixada,1,2,PR,MG
40,3,2003-04-12,18:00,Corinthians,Paysandu,ausente,ausente,ausente,ausente,Corinthians, Pacaembu,6,1,SP,PA
41,3,2003-04-13,16:00,Vitoria,Vasco,ausente,ausente,ausente,ausente,Vitoria, Barradão,2,1,BA,RJ
42,3,2003-04-13,16:00,Criciuma,Sao Paulo,ausente,ausente,ausente,ausente,ausente, Heriberto Hulse,1,1,SC,SP
43,3,2003-04-13,16:00,Fortaleza,Sao Caetano,ausente,ausente,ausente,ausente,ausente, Presidente Vargas,1,1,CE,SP
44,3,2003-04-13,16:00,Juventude,Coritiba,ausente,ausente,ausente,ausente,Juventude, Alfredo Jaconi,2,1,RS,PR
45,3,2003-04-13,16:00,Guarani,Parana,ausente,ausente,ausente,ausente,Guarani, Brinco de Ouro,2,0,SP,PR
46,3,2003-04-13,16:00,Goias,Gremio,ausente,ausente,ausente,ausente,ausente, Serra Dourada,1,1,GO,RS
47,3,2003-04-13,18:00,Cruzeiro,Ponte Preta,ausente,ausente,ausente,ausente,Cruzeiro, Mineirão,3,0,MG,SP
48,3,2003-04-13,18:00,Flamengo,Fluminense,ausente,ausente,ausente,ausente,Flamengo, Maracanã,4,1,RJ,RJ
26,4,2003-04-16,20:30,Bahia,Juventude,ausente,ausente,ausente,ausente,Bahia, Fonte Nova,3,1,BA,RS
27,4,2003-04-16,20:30,Gremio,Vitoria,ausente,ausente,ausente,ausente,Gremio, Olímpico,2,1,RS,BA
28,4,2003-04-16,20:30,Atletico-MG,Guarani,ausente,ausente,ausente,ausente,Atletico-MG, Mineirão,3,2,MG,SP
29,4,2003-04-16,20:30,Figueirense,Athletico-PR,ausente,ausente,ausente,ausente,ausente, Orlando Scarpelli,1,1,SC,PR
30,4,2003-04-16,20:30,Ponte Preta,Criciuma,ausente,ausente,ausente,ausente,ausente, Moisés Lucarelli,1,1,SP,SC
31,4,2003-04-16,21:40,Sao Caetano,Flamengo,ausente,ausente,ausente,ausente,ausente, Anacleto Campanella,1,1,SP,RJ
32,4,2003-04-16,21:40,Vasco,Corinthians,ausente,ausente,ausente,ausente,ausente, São Januário,2,2,RJ,SP
33,4,2003-04-16,21:40,Coritiba,Cruzeiro,ausente,ausente,ausente,ausente,Cruzeiro, Couto Pereira,3,4,PR,MG
34,4,2003-04-17,20:30,Fluminense,Internacional,ausente,ausente,ausente,ausente,Fluminense, Maracanã,3,1,RJ,RS
35,4,2003-04-17,20:30,Sao Paulo,Fortaleza,ausente,ausente,ausente,ausente,Sao Paulo, Morumbi,3,1,SP,CE
36,4,2003-04-17,20:30,Parana,Goias,ausente,ausente,ausente,ausente,Parana, Pinheirão,3,1,PR,GO
144,12,2003-04-18,20:30,Flamengo,Cruzeiro,ausente,ausente,ausente,ausente,Flamengo, Maracanã,3,0,RJ,MG
49,5,2003-04-19,16:00,Bahia,Atletico-MG,ausente,ausente,ausente,ausente,Atletico-MG, Fonte Nova,2,4,BA,MG
50,5,2003-04-19,16:00,Sao Caetano,Gremio,ausente,ausente,ausente,ausente,ausente, Anacleto Campanella,1,1,SP,RS
51,5,2003-04-19,18:00,Flamengo,Santos,ausente,ausente,ausente,ausente,Santos, Maracanã,0,2,RJ,SP
52,5,2003-04-20,16:00,Sao Paulo,Vasco,ausente,ausente,ausente,ausente,Sao Paulo, Morumbi,3,1,SP,RJ
53,5,2003-04-20,16:00,Internacional,Corinthians,ausente,ausente,ausente,ausente,Internacional, Beira Rio,2,1,RS,SP
54,5,2003-04-20,16:00,Criciuma,Guarani,ausente,ausente,ausente,ausente,Criciuma, Heriberto Hulse,1,0,SC,SP
55,5,2003-04-20,16:00,Juventude,Vitoria,ausente,ausente,ausente,ausente,ausente, Alfredo Jaconi,1,1,RS,BA
56,5,2003-04-20,16:00,Fortaleza,Athletico-PR,ausente,ausente,ausente,ausente,Fortaleza, Presidente Vargas,1,0,CE,PR
57,5,2003-04-20,16:00,Ponte Preta,Paysandu,ausente,ausente,ausente,ausente,ausente, Moisés Lucarelli,4,4,SP,PA
58,5,2003-04-20,18:00,Cruzeiro,Goias,ausente,ausente,ausente,ausente,Cruzeiro, Mineirão,4,1,MG,GO
59,5,2003-04-20,18:00,Fluminense,Parana,ausente,ausente,ausente,ausente,ausente, Maracanã,0,0,RJ,PR
60,5,2003-04-21,20:30,Coritiba,Figueirense,ausente,ausente,ausente,ausente,Coritiba, Couto Pereira,1,0,PR,SC
61,6,2003-04-26,16:00,Atletico-MG,Coritiba,ausente,ausente,ausente,ausente,Coritiba, Mineirão,1,2,MG,PR
62,6,2003-04-26,16:00,Parana,Bahia,ausente,ausente,ausente,ausente,Parana, Pinheirão,3,1,PR,BA
63,6,2003-04-26,16:00,Vitoria,Internacional,ausente,ausente,ausente,ausente,Internacional, Barradão,0,3,BA,RS
64,6,2003-04-26,18:00,Guarani,Cruzeiro,ausente,ausente,ausente,ausente,ausente, Brinco de Ouro,1,1,SP,MG
65,6,2003-04-27,16:00,Corinthians,Flamengo,ausente,ausente,ausente,ausente,ausente, Pacaembu,1,1,SP,RJ
66,6,2003-04-27,16:00,Goias,Juventude,ausente,ausente,ausente,ausente,Goias, Serra Dourada,7,0,GO,RS
67,6,2003-04-27,16:00,Figueirense,Ponte Preta,ausente,ausente,ausente,ausente,ausente, Orlando Scarpelli,0,0,SC,SP
68,6,2003-04-27,16:00,Santos,Fortaleza,ausente,ausente,ausente,ausente,Santos, Vila Belmiro,4,0,SP,CE
69,6,2003-04-27,16:00,Gremio,Fluminense,ausente,ausente,ausente,ausente,Fluminense, Olímpico,0,1,RS,RJ
70,6,2003-04-27,16:00,Athletico-PR,Criciuma,ausente,ausente,ausente,ausente,Athletico-PR, Arena da Baixada,4,2,PR,SC
71,6,2003-04-27,18:00,Paysandu,Sao Paulo,ausente,ausente,ausente,ausente,Paysandu, Mangueirão,5,2,PA,SP
72,6,2003-04-27,18:00,Vasco,Sao Caetano,ausente,ausente,ausente,ausente,Vasco, São Januário,1,0,RJ,SP
73,7,2003-05-03,16:00,Flamengo,Vitoria,ausente,ausente,ausente,ausente,Flamengo, Maracanã,2,1,RJ,BA
74,7,2003-05-03,16:00,Bahia,Gremio,ausente,ausente,ausente,ausente,Bahia, Fonte Nova,2,1,BA,RS
75,7,2003-05-03,18:00,Cruzeiro,Athletico-PR,ausente,ausente,ausente,ausente,Cruzeiro, Mineirão,5,2,MG,PR
76,7,2003-05-04,16:00,Fortaleza,Corinthians,ausente,ausente,ausente,ausente,Corinthians, Castelão,1,2,CE,SP
77,7,2003-05-04,16:00,Sao Paulo,Figueirense,ausente,ausente,ausente,ausente,Sao Paulo, Morumbi,3,2,SP,SC
78,7,2003-05-04,16:00,Sao Caetano,Paysandu,ausente,ausente,ausente,ausente,Sao Caetano, Anacleto Campanella,2,0,SP,PA
79,7,2003-05-04,16:00,Internacional,Goias,ausente,ausente,ausente,ausente,Internacional, Beira Rio,2,1,RS,GO
80,7,2003-05-04,16:00,Ponte Preta,Atletico-MG,ausente,ausente,ausente,ausente,Ponte Preta, Moisés Lucarelli,2,1,SP,MG
81,7,2003-05-04,16:00,Juventude,Guarani,ausente,ausente,ausente,ausente,ausente, Alfredo Jaconi,1,1,RS,SP
82,7,2003-05-04,16:00,Coritiba,Parana,ausente,ausente,ausente,ausente,Coritiba, Couto Pereira,2,1,PR,PR
83,7,2003-05-04,18:00,Criciuma,Santos,ausente,ausente,ausente,ausente,Santos, Heriberto Hulse,1,3,SC,SP
84,7,2003-05-04,18:00,Fluminense,Vasco,ausente,ausente,ausente,ausente,ausente, Maracanã,0,0,RJ,RJ
85,8,2003-05-10,16:00,Goias,Flamengo,ausente,ausente,ausente,ausente,ausente, Serra Dourada,1,1,GO,RJ
86,8,2003-05-10,16:00,Santos,Cruzeiro,ausente,ausente,ausente,ausente,Cruzeiro, Vila Belmiro,0,2,SP,MG
87,8,2003-05-10,16:00,Parana,Ponte Preta,ausente,ausente,ausente,ausente,Parana, Pinheirão,3,2,PR,SP
88,8,2003-05-10,18:00,Corinthians,Criciuma,ausente,ausente,ausente,ausente,Corinthians, Pacaembu,3,0,SP,SC
89,8,2003-05-11,16:00,Vasco,Bahia,ausente,ausente,ausente,ausente,ausente, São Januário,1,1,RJ,BA
90,8,2003-05-11,16:00,Paysandu,Fluminense,ausente,ausente,ausente,ausente,ausente, Mangueirão,2,2,PA,RJ
91,8,2003-05-11,16:00,Atletico-MG,Sao Paulo,ausente,ausente,ausente,ausente,ausente, Mineirão,2,2,MG,SP
92,8,2003-05-11,16:00,Vitoria,Fortaleza,ausente,ausente,ausente,ausente,Vitoria, Barradão,2,1,BA,CE
93,8,2003-05-11,16:00,Guarani,Internacional,ausente,ausente,ausente,ausente,Guarani, Brinco de Ouro,3,0,SP,RS
94,8,2003-05-11,16:00,Athletico-PR,Juventude,ausente,ausente,ausente,ausente,Athletico-PR, Arena da Baixada,2,0,PR,RS
95,8,2003-05-11,16:00,Figueirense,Sao Caetano,ausente,ausente,ausente,ausente,Figueirense, Orlando Scarpelli,3,0,SC,SP
96,8,2003-05-11,18:00,Gremio,Coritiba,ausente,ausente,ausente,ausente,Gremio, Olímpico,1,0,RS,PR
97,9,2003-05-17,16:00,Fluminense,Figueirense,ausente,ausente,ausente,ausente,Fluminense, Maracanã,3,0,RJ,SC
98,9,2003-05-17,16:00,Sao Caetano,Atletico-MG,ausente,ausente,ausente,ausente,Sao Caetano, Anacleto Campanella,2,0,SP,MG
99,9,2003-05-17,18:00,Juventude,Santos,ausente,ausente,ausente,ausente,ausente, Alfredo Jaconi,1,1,RS,SP
100,9,2003-05-18,16:00,Bahia,Paysandu,ausente,ausente,ausente,ausente,Bahia, Fonte Nova,2,0,BA,PA
101,9,2003-05-18,16:00,Internacional,Athletico-PR,ausente,ausente,ausente,ausente,ausente, Beira Rio,1,1,RS,PR
102,9,2003-05-18,16:00,Coritiba,Vasco,ausente,ausente,ausente,ausente,ausente, Couto Pereira,1,1,PR,RJ
103,9,2003-05-18,16:00,Cruzeiro,Corinthians,ausente,ausente,ausente,ausente,ausente, Mineirão,1,1,MG,SP
104,9,2003-05-18,16:00,Fortaleza,Goias,ausente,ausente,ausente,ausente,Fortaleza, Castelão,1,0,CE,GO
105,9,2003-05-18,16:00,Ponte Preta,Gremio,ausente,ausente,ausente,ausente,Ponte Preta, Moisés Lucarelli,2,1,SP,RS
106,9,2003-05-18,16:00,Criciuma,Vitoria,ausente,ausente,ausente,ausente,ausente, Heriberto Hulse,1,1,SC,BA
107,9,2003-05-18,18:00,Flamengo,Guarani,ausente,ausente,ausente,ausente,ausente, Maracanã,1,1,RJ,SP
108,9,2003-05-18,18:00,Sao Paulo,Parana,ausente,ausente,ausente,ausente,Sao Paulo, Morumbi,2,0,SP,PR
109,10,2003-05-24,16:00,Atletico-MG,Fluminense,ausente,ausente,ausente,ausente,Atletico-MG,  Independência,3,0,MG,RJ
110,10,2003-05-24,16:00,Parana,Sao Caetano,ausente,ausente,ausente,ausente,ausente, Pinheirão,1,1,PR,SP
111,10,2003-05-24,16:00,Corinthians,Juventude,ausente,ausente,ausente,ausente,Corinthians, Pacaembu,3,0,SP,RS
112,10,2003-05-24,18:00,Vasco,Ponte Preta,ausente,ausente,ausente,ausente,Vasco, São Januário,1,0,RJ,SP
113,10,2003-05-25,16:00,Athletico-PR,Flamengo,ausente,ausente,ausente,ausente,Athletico-PR, Arena da Baixada,4,1,PR,RJ
114,10,2003-05-25,16:00,Paysandu,Coritiba,ausente,ausente,ausente,ausente,Coritiba, Mangueirão,1,3,PA,PR
115,10,2003-05-25,16:00,Goias,Criciuma,ausente,ausente,ausente,ausente,Criciuma, Serra Dourada,0,2,GO,SC
116,10,2003-05-25,16:00,Gremio,Sao Paulo,ausente,ausente,ausente,ausente,Sao Paulo, Olímpico,1,2,RS,SP
117,10,2003-05-25,16:00,Guarani,Fortaleza,ausente,ausente,ausente,ausente,Guarani, Brinco de Ouro,2,1,SP,CE
118,10,2003-05-25,16:00,Figueirense,Bahia,ausente,ausente,ausente,ausente,Figueirense, Orlando Scarpelli,1,0,SC,BA
119,10,2003-05-25,18:00,Vitoria,Cruzeiro,ausente,ausente,ausente,ausente,Vitoria, Barradão,2,1,BA,MG
120,10,2003-05-25,18:00,Santos,Internacional,ausente,ausente,ausente,ausente,Santos, Vila Belmiro,2,1,SP,RS
121,11,2003-05-31,16:00,Fluminense,Athletico-PR,ausente,ausente,ausente,ausente,Fluminense,  Édson Passos,2,1,RJ,PR
122,11,2003-05-31,16:00,Cruzeiro,Criciuma,ausente,ausente,ausente,ausente,Cruzeiro, Mineirão,2,0,MG,SC
123,11,2003-05-31,16:00,Coritiba,Guarani,ausente,ausente,ausente,ausente,Coritiba, Couto Pereira,3,2,PR,SP
124,11,2003-05-31,16:00,Ponte Preta,Sao Caetano,ausente,ausente,ausente,ausente,ausente, Moisés Lucarelli,0,0,SP,SP
125,11,2003-05-31,18:00,Internacional,Paysandu,ausente,ausente,ausente,ausente,Internacional, Beira Rio,2,1,RS,PA
126,11,2003-06-01,16:00,Parana,Flamengo,ausente,ausente,ausente,ausente,Parana, Pinheirão,6,2,PR,RJ
127,11,2003-06-01,16:00,Bahia,Goias,ausente,ausente,ausente,ausente,Bahia, Fonte Nova,2,1,BA,GO
128,11,2003-06-01,16:00,Fortaleza,Juventude,ausente,ausente,ausente,ausente,Fortaleza, Castelão,3,1,CE,RS
129,11,2003-06-01,16:00,Figueirense,Gremio,ausente,ausente,ausente,ausente,Figueirense, Orlando Scarpelli,2,1,SC,RS
130,11,2003-06-01,16:00,Santos,Sao Paulo,ausente,ausente,ausente,ausente,Santos, Vila Belmiro,3,2,SP,SP
131,11,2003-06-01,18:00,Corinthians,Vitoria,ausente,ausente,ausente,ausente,Corinthians, Pacaembu,4,0,SP,BA
132,11,2003-06-01,18:00,Vasco,Atletico-MG,ausente,ausente,ausente,ausente,ausente, São Januário,2,2,RJ,MG
133,12,2003-06-07,16:00,Vitoria,Fluminense,ausente,ausente,ausente,ausente,Vitoria, Barradão,2,1,BA,RJ
134,12,2003-06-07,16:00,Guarani,Santos,ausente,ausente,ausente,ausente,Santos, Brinco de Ouro,1,2,SP,SP
135,12,2003-06-07,16:00,Gremio,Fortaleza,ausente,ausente,ausente,ausente,Gremio, Olímpico,3,1,RS,CE
136,12,2003-06-07,18:00,Atletico-MG,Figueirense,ausente,ausente,ausente,ausente,ausente,  Independência,1,1,MG,SC
137,12,2003-06-08,16:00,Paysandu,Parana,ausente,ausente,ausente,ausente,Paysandu, Mangueirão,3,0,PA,PR
138,12,2003-06-08,16:00,Juventude,Vasco,ausente,ausente,ausente,ausente,ausente, Alfredo Jaconi,0,0,RS,RJ
139,12,2003-06-08,16:00,Athletico-PR,Ponte Preta,ausente,ausente,ausente,ausente,Athletico-PR, Arena da Baixada,4,2,PR,SP
140,12,2003-06-08,16:00,Goias,Coritiba,ausente,ausente,ausente,ausente,Coritiba, Serra Dourada,1,2,GO,PR
141,12,2003-06-08,16:00,Sao Caetano,Corinthians,ausente,ausente,ausente,ausente,Sao Caetano, Anacleto Campanella,1,0,SP,SP
142,12,2003-06-08,18:00,Criciuma,Internacional,ausente,ausente,ausente,ausente,Criciuma, Heriberto Hulse,1,0,SC,RS
143,12,2003-06-08,18:00,Sao Paulo,Bahia,ausente,ausente,ausente,ausente,ausente, Morumbi,2,2,SP,BA
145,13,2003-06-14,16:00,Fluminense,Goias,ausente,ausente,ausente,ausente,Goias, Maracanã,2,3,RJ,GO
146,13,2003-06-14,16:00,Ponte Preta,Guarani,ausente,ausente,ausente,ausente,Guarani, Moisés Lucarelli,0,2,SP,SP
147,13,2003-06-14,18:00,Coritiba,Athletico-PR,ausente,ausente,ausente,ausente,Coritiba, Couto Pereira,2,0,PR,PR
148,13,2003-06-15,16:00,Corinthians,Sao Paulo,ausente,ausente,ausente,ausente,Sao Paulo, Morumbi,1,2,SP,SP
149,13,2003-06-15,16:00,Fortaleza,Paysandu,ausente,ausente,ausente,ausente,Paysandu, Presidente Vargas,1,2,CE,PA
150,13,2003-06-15,16:00,Parana,Juventude,ausente,ausente,ausente,ausente,Juventude, Pinheirão,1,2,PR,RS
151,13,2003-06-15,16:00,Gremio,Internacional,ausente,ausente,ausente,ausente,ausente, Olímpico,0,0,RS,RS
152,13,2003-06-15,16:00,Santos,Sao Caetano,ausente,ausente,ausente,ausente,Sao Caetano, Vila Belmiro,0,1,SP,SP
153,13,2003-06-15,16:00,Criciuma,Figueirense,ausente,ausente,ausente,ausente,Criciuma, Heriberto Hulse,1,0,SC,SC
154,13,2003-06-15,16:00,Bahia,Vitoria,ausente,ausente,ausente,ausente,Bahia, Fonte Nova,2,1,BA,BA
155,13,2003-06-15,18:00,Vasco,Flamengo,ausente,ausente,ausente,ausente,Flamengo, Maracanã,1,2,RJ,RJ
156,13,2003-06-15,18:00,Cruzeiro,Atletico-MG,ausente,ausente,ausente,ausente,ausente, Mineirão,0,0,MG,MG
157,14,2003-06-19,16:00,Bahia,Coritiba,ausente,ausente,ausente,ausente,ausente, Fonte Nova,2,2,BA,PR
158,14,2003-06-21,16:00,Vasco,Criciuma,ausente,ausente,ausente,ausente,Vasco, São Januário,2,0,RJ,SC
159,14,2003-06-21,16:00,Atletico-MG,Gremio,ausente,ausente,ausente,ausente,Atletico-MG, Mineirão,3,2,MG,RS
160,14,2003-06-21,16:00,Internacional,Parana,ausente,ausente,ausente,ausente,Internacional, Beira Rio,2,1,RS,PR
161,14,2003-06-21,18:00,Sao Paulo,Goias,ausente,ausente,ausente,ausente,Sao Paulo, Morumbi,1,0,SP,GO
162,14,2003-06-22,16:00,Paysandu,Flamengo,ausente,ausente,ausente,ausente,ausente, Mangueirão,2,2,PA,RJ
163,14,2003-06-22,16:00,Ponte Preta,Corinthians,ausente,ausente,ausente,ausente,ausente, Moisés Lucarelli,3,3,SP,SP
164,14,2003-06-22,16:00,Sao Caetano,Vitoria,ausente,ausente,ausente,ausente,Sao Caetano, Anacleto Campanella,2,1,SP,BA
165,14,2003-06-22,16:00,Figueirense,Fortaleza,ausente,ausente,ausente,ausente,ausente, Orlando Scarpelli,2,2,SC,CE
166,14,2003-06-22,18:00,Juventude,Cruzeiro,ausente,ausente,ausente,ausente,Cruzeiro, Alfredo Jaconi,0,1,RS,MG
167,14,2003-06-22,18:00,Fluminense,Guarani,ausente,ausente,ausente,ausente,Fluminense, Maracanã,5,2,RJ,SP
168,15,2003-06-28,16:00,Fortaleza,Vasco,ausente,ausente,ausente,ausente,Vasco, Castelão,0,1,CE,RJ
169,15,2003-06-28,16:00,Coritiba,Sao Caetano,ausente,ausente,ausente,ausente,Coritiba, Couto Pereira,2,0,PR,SP
170,15,2003-06-28,16:00,Gremio,Juventude,ausente,ausente,ausente,ausente,Juventude, Olímpico,1,4,RS,RS
171,15,2003-06-28,16:00,Santos,Bahia,ausente,ausente,ausente,ausente,Santos, Vila Belmiro,4,0,SP,BA
172,15,2003-06-28,18:00,Flamengo,Figueirense,ausente,ausente,ausente,ausente,Figueirense, Maracanã,0,2,RJ,SC
173,15,2003-06-29,16:00,Corinthians,Fluminense,ausente,ausente,ausente,ausente,Corinthians, Pacaembu,1,0,SP,RJ
174,15,2003-06-29,16:00,Guarani,Sao Paulo,ausente,ausente,ausente,ausente,Sao Paulo, Brinco de Ouro,0,1,SP,SP
175,15,2003-06-29,16:00,Criciuma,Paysandu,ausente,ausente,ausente,ausente,Criciuma, Heriberto Hulse,2,0,SC,PA
176,15,2003-06-29,16:00,Vitoria,Athletico-PR,ausente,ausente,ausente,ausente,Vitoria, Barradão,1,0,BA,PR
177,15,2003-06-29,18:00,Cruzeiro,Internacional,ausente,ausente,ausente,ausente,Cruzeiro, Mineirão,3,2,MG,RS
178,15,2003-06-29,18:00,Parana,Atletico-MG,ausente,ausente,ausente,ausente,ausente, Pinheirão,1,1,PR,MG
181,16,2003-07-05,16:00,Vasco,Parana,ausente,ausente,ausente,ausente,Parana, São Januário,1,4,RJ,PR
182,16,2003-07-05,16:00,Sao Paulo,Sao Caetano,ausente,ausente,ausente,ausente,ausente, Morumbi,1,1,SP,SP
183,16,2003-07-05,16:00,Figueirense,Cruzeiro,ausente,ausente,ausente,ausente,Figueirense, Orlando Scarpelli,1,0,SC,MG
184,16,2003-07-05,16:00,Atletico-MG,Paysandu,ausente,ausente,ausente,ausente,Atletico-MG,  Independência,3,2,MG,PA
185,16,2003-07-06,16:00,Gremio,Flamengo,ausente,ausente,ausente,ausente,Gremio, Olímpico,2,0,RS,RJ
186,16,2003-07-06,16:00,Guarani,Goias,ausente,ausente,ausente,ausente,Guarani, Brinco de Ouro,3,2,SP,GO
187,16,2003-07-06,16:00,Athletico-PR,Corinthians,ausente,ausente,ausente,ausente,Athletico-PR, Arena da Baixada,3,1,PR,SP
188,16,2003-07-06,16:00,Juventude,Internacional,ausente,ausente,ausente,ausente,ausente, Alfredo Jaconi,1,1,RS,RS
189,16,2003-07-06,16:00,Fortaleza,Criciuma,ausente,ausente,ausente,ausente,Criciuma, Presidente Vargas,0,1,CE,SC
190,16,2003-07-06,16:00,Vitoria,Ponte Preta,ausente,ausente,ausente,ausente,Ponte Preta, Barradão,1,4,BA,SP
191,16,2003-07-06,18:00,Santos,Coritiba,ausente,ausente,ausente,ausente,Santos, Vila Belmiro,3,1,SP,PR
192,16,2003-07-06,18:00,Fluminense,Bahia,ausente,ausente,ausente,ausente,Fluminense, Maracanã,1,0,RJ,BA
193,17,2003-07-09,16:00,Sao Caetano,Athletico-PR,ausente,ausente,ausente,ausente,ausente, Anacleto Campanella,0,0,SP,PR
194,17,2003-07-09,16:00,Corinthians,Santos,ausente,ausente,ausente,ausente,ausente, Morumbi,1,1,SP,SP
195,17,2003-07-09,20:30,Cruzeiro,Fortaleza,ausente,ausente,ausente,ausente,Cruzeiro, Mineirão,2,0,MG,CE
196,17,2003-07-09,20:30,Bahia,Guarani,ausente,ausente,ausente,ausente,Bahia, Fonte Nova,2,0,BA,SP
197,17,2003-07-09,20:30,Paysandu,Figueirense,ausente,ausente,ausente,ausente,Paysandu, Mangueirão,1,0,PA,SC
198,17,2003-07-09,20:30,Goias,Vitoria,ausente,ausente,ausente,ausente,ausente, Serra Dourada,1,1,GO,BA
199,17,2003-07-09,20:30,Flamengo,Juventude,ausente,ausente,ausente,ausente,Flamengo, Maracanã,2,1,RJ,RS
200,17,2003-07-09,21:40,Internacional,Vasco,ausente,ausente,ausente,ausente,Internacional, Beira Rio,2,1,RS,RJ
201,17,2003-07-09,21:40,Coritiba,Sao Paulo,ausente,ausente,ausente,ausente,Sao Paulo, Couto Pereira,0,2,PR,SP
202,17,2003-07-10,20:30,Ponte Preta,Fluminense,ausente,ausente,ausente,ausente,Ponte Preta, Moisés Lucarelli,3,0,SP,RJ
203,17,2003-07-10,20:30,Criciuma,Atletico-MG,ausente,ausente,ausente,ausente,Criciuma, Heriberto Hulse,1,0,SC,MG
204,17,2003-07-10,20:30,Parana,Gremio,ausente,ausente,ausente,ausente,Parana, Pinheirão,3,1,PR,RS
205,18,2003-07-12,16:00,Athletico-PR,Goias,ausente,ausente,ausente,ausente,ausente, Arena da Baixada,0,0,PR,GO
206,18,2003-07-12,16:00,Fortaleza,Internacional,ausente,ausente,ausente,ausente,Fortaleza, Castelão,3,0,CE,RS
207,18,2003-07-12,18:00,Vasco,Paysandu,ausente,ausente,ausente,ausente,Paysandu, São Januário,0,2,RJ,PA
208,18,2003-07-13,16:00,Atletico-MG,Flamengo,ausente,ausente,ausente,ausente,Atletico-MG, Mineirão,1,0,MG,RJ
209,18,2003-07-13,16:00,Ponte Preta,Bahia,ausente,ausente,ausente,ausente,Ponte Preta, Moisés Lucarelli,1,0,SP,BA
210,18,2003-07-13,16:00,Corinthians,Coritiba,ausente,ausente,ausente,ausente,Coritiba, Morumbi,0,1,SP,PR
